ts_us,ch2_mv,ch3_mv
4335928785,370.026,356.299
4335930267,370.026,356.299
4335931732,370.026,356.299
4335933189,370.026,356.299
4335934631,370.026,356.299
4335936087,370.026,356.299
4335937618,370.026,356.299
4335939081,370.026,356.299
4335940606,370.026,356.299
4335942263,370.026,356.299
4335943707,370.026,356.299
4335945167,370.026,356.299
4335946605,370.026,356.299
4335948037,370.026,356.299
4335949493,370.026,356.299
4335950956,370.026,356.299
4335952421,370.026,356.299
4335953861,370.026,356.299
4335955346,370.026,356.299
4335956806,370.026,356.299
4335958272,370.026,356.299
4335959706,370.026,356.299
4335961163,370.026,356.299
4335962606,370.026,356.299
4335964064,370.026,356.299
4335965520,370.026,356.299
4335966956,370.026,356.299
4335968437,370.026,356.299
4335969912,370.026,356.299
4335971396,370.026,356.299
4335972856,370.026,356.299
4335974350,370.026,356.299
4335975810,370.026,356.299
4335977293,370.026,356.299
4335978756,370.026,356.299
4335980212,370.026,356.299
4335981655,370.026,356.299
4335983120,370.026,356.299
4335984608,370.026,356.299
4335986075,370.026,356.299
4335987508,370.026,356.299
4335988968,370.026,356.299
4335990433,370.026,356.299
4335991908,370.026,356.299
4335993393,370.026,356.299
4335994858,370.026,356.299
4335996343,370.026,356.299
4335997771,370.026,356.299
4335999259,370.026,356.299
4336000708,370.026,356.299
4336002171,370.026,356.299
4336003634,370.026,356.299
4336005068,370.026,356.299
4336006534,370.026,356.299
4336007957,370.026,356.299
4336009445,370.026,356.299
4336010933,370.026,356.299
4336012419,370.026,356.299
4336013933,370.026,356.299
4336015417,370.026,356.299
4336016934,370.026,356.299
4336018414,370.026,356.299
4336019859,370.026,356.299
4336021345,370.026,356.299
4336022784,370.026,356.299
4336024268,370.026,356.299
4336025735,370.026,356.299
4336027196,370.026,356.299
4336028634,370.026,356.299
4336030093,370.026,356.299
4336031535,370.026,356.299
4336032995,370.026,356.299
4336034439,370.026,356.299
4336035934,370.026,356.299
4336037420,370.026,356.299
4336038933,370.026,356.299
4336040421,370.026,356.299
4336041936,370.026,356.299
4336043424,370.026,356.299
4336044934,370.026,356.299
4336046417,370.026,356.299
4336047934,370.026,356.299
4336049419,370.026,356.299
4336052234,370.026,356.299
4336053824,370.026,356.299
4336055380,370.026,356.299
4336056873,370.026,356.299
4336058426,370.026,356.299
4336059969,370.026,356.299
4336061496,370.026,356.299
4336063033,370.026,356.299
4336064640,370.026,356.299
4336066175,370.026,356.299
4336067694,370.026,356.299
4336069216,370.026,356.299
4336070744,370.026,356.299
4336072298,370.026,356.299
4336073820,370.026,356.299
4336075368,370.026,356.299
4336076896,370.026,356.299
4336078449,370.026,356.299
4336079972,370.026,356.299
4336081490,370.026,356.299
4336082994,370.026,356.299
4336084518,370.026,356.299
4336086055,370.026,356.299
4336087646,370.026,356.299
4336089145,370.026,356.299
4336090645,370.026,356.299
4336092145,370.026,356.299
4336093644,370.026,356.299
4336095143,370.026,356.299
4336096633,370.026,356.299
4336098136,370.026,356.299
4336099642,370.026,356.299
4336101143,370.026,356.299
4336102641,370.026,356.299
4336104147,370.026,356.299
4336105644,370.026,356.299
4336107135,370.026,356.299
4336108643,370.026,356.299
4336110144,370.026,356.299
4336111642,370.026,356.299
4336113142,370.026,356.299
4336114644,370.026,356.299
4336116143,370.026,356.299
4336117644,370.026,356.299
4336119193,370.026,356.299
4336120658,370.026,356.299
4336122116,370.026,356.299
4336123613,370.026,356.299
4336125073,370.026,356.299
4336126533,370.026,356.299
4336127965,370.026,356.299
4336129437,370.026,356.299
4336130935,370.026,356.299
4336132418,370.026,356.299
4336133918,370.026,356.299
4336135408,370.026,356.299
4336136857,370.026,356.299
4336138344,370.026,356.299
4336139783,370.026,356.299
4336141266,370.026,356.299
4336142732,370.026,356.299
4336144185,370.026,356.299
4336145637,370.026,356.299
4336147070,370.026,356.299
4336148532,370.026,356.299
4336149991,370.026,356.299
4336151432,370.026,356.299
4336152935,370.026,356.299
4336154417,370.026,356.299
4336155934,370.026,356.299
4336157417,370.026,356.299
4336158933,370.026,356.299
4336160415,370.026,356.299
4336161862,370.026,356.299
4336163348,370.026,356.299
4336164783,370.026,356.299
4336166268,370.026,356.299
4336167732,370.026,356.299
4336169191,370.026,356.299
4336170632,370.026,356.299
4336172090,370.026,356.299
4336173532,370.026,356.299
4336174975,370.026,356.299
4336176434,370.026,356.299
4336177937,370.026,356.299
4336179418,370.026,356.299
4336180932,370.026,356.299
4336182415,370.026,356.299
4336183932,370.026,356.299
4336185421,370.026,356.299
4336186933,370.026,356.299
4336188418,370.026,356.299
4336189907,370.026,356.299
4336191389,370.026,356.299
4336192833,370.026,356.299
4336194309,370.026,356.299
4336195758,370.026,356.299
4336197216,370.026,356.299
4336198657,370.026,356.299
4336200101,370.026,356.299
4336201608,370.026,356.299
4336203040,370.026,356.299
4336204507,370.026,356.299
4336205944,370.026,356.299
4336207407,370.026,356.299
4336208857,370.026,356.299
4336210339,370.026,356.299
4336211784,370.026,356.299
4336213269,370.026,356.299
4336214707,370.026,356.299
4336216169,370.026,356.299
4336217607,370.026,356.299
4336219066,370.026,356.299
4336220508,370.026,356.299
4336221966,370.026,356.299
4336223433,370.026,356.299
4336224908,370.026,356.299
4336226384,370.026,356.299
4336227832,370.026,356.299
4336229316,370.026,356.299
4336230758,370.026,356.299
4336232225,370.026,356.299
4336233659,370.026,356.299
4336235117,370.026,356.299
4336236608,370.026,356.299
4336238065,370.026,356.299
4336239534,370.026,356.299
4336240949,370.026,356.299
4336242438,370.026,356.299
4336243909,370.026,356.299
4336245392,370.026,356.299
4336246858,370.026,356.299
4336248343,370.026,356.299
4336249812,370.026,356.299
4336251296,370.026,356.299
4336252758,370.026,356.299
4336254219,370.026,356.299
4336255682,370.026,356.299
4336257115,370.026,356.299
4336258610,370.026,356.299
4336260054,370.026,356.299
4336261512,370.026,356.299
4336262968,370.026,356.299
4336264461,370.026,356.299
4336265934,370.026,356.299
4336267417,370.026,356.299
4336268932,370.026,356.299
4336270415,370.026,356.299
4336271934,370.026,356.299
4336273417,370.026,356.299
4336274932,370.026,356.299
4336276416,370.026,356.299
4336277933,370.026,356.299
4336279417,370.026,356.299
4336280935,370.026,356.299
4336282423,370.026,356.299
4336283933,370.026,356.299
4336285417,370.026,356.299
4336286933,370.026,356.299
4336288414,370.026,356.299
4336289862,370.026,356.299
4336291335,370.026,356.299
4336292783,370.026,356.299
4336294267,370.026,356.299
4336295734,370.026,356.299
4336297194,370.026,356.299
4336298632,370.026,356.299
4336300089,370.026,356.299
4336301607,370.026,356.299
4336303040,370.026,356.299
4336304507,370.026,356.299
4336305940,370.026,356.299
4336307437,370.026,356.299
4336308934,370.026,356.299
4336310417,370.026,356.299
4336311935,370.026,356.299
4336313418,370.026,356.299
4336314919,370.026,356.299
4336316385,370.026,356.299
4336317834,370.026,356.299
4336319323,370.026,356.299
4336320784,370.026,356.299
4336322273,370.026,356.299
4336323736,370.026,356.299
4336325195,370.026,356.299
4336326660,370.026,356.299
4336328099,370.026,356.299
4336329610,370.026,356.299
4336331047,370.026,356.299
4336332509,370.026,356.299
4336333946,370.026,356.299
4336335441,370.026,356.299
4336336910,370.026,356.299
4336338402,370.026,356.299
4336339859,370.026,356.299
4336341345,370.026,356.299
4336342796,370.026,356.299
4336344260,370.026,356.299
4336345709,370.026,356.299
4336347172,370.026,356.299
4336348610,370.026,356.299
4336350071,370.026,356.299
4336351508,370.026,356.299
4336352968,370.026,356.299
4336354431,370.026,356.299
4336355910,370.026,356.299
4336357394,370.026,356.299
4336358860,370.026,356.299
4336360345,370.026,356.299
4336361811,370.026,356.299
4336363300,370.026,356.299
4336364759,370.026,356.299
4336366221,370.026,356.299
4336367660,370.026,356.299
4336369120,370.026,356.299
4336370610,370.026,356.299
4336372071,370.026,356.299
4336373534,370.026,356.299
4336374970,370.026,356.299
4336376461,370.026,356.299
4336377910,370.026,356.299
4336379395,370.026,356.299
4336380860,370.026,356.299
4336382345,370.026,356.299
4336383785,370.026,356.299
4336385277,370.026,356.299
4336386735,370.026,356.299
4336388194,370.026,356.299
4336389635,370.026,356.299
4336391071,370.026,356.299
4336392535,370.026,356.299
4336393970,370.026,356.299
4336395460,370.026,356.299
4336396935,370.026,356.299
4336398420,370.026,356.299
4336399959,370.026,356.299
4336401447,370.026,356.299
4336402935,370.026,356.299
4336404418,370.026,356.299
4336405935,370.026,356.299
4336407420,370.026,356.299
4336408934,370.026,356.299
4336410420,370.026,356.299
4336411934,370.026,356.299
4336413417,370.026,356.299
4336414935,370.026,356.299
4336416418,370.026,356.299
4336417940,370.026,356.299
4336419424,370.026,356.299
4336420934,370.026,356.299
4336422419,370.026,356.299
4336423936,370.026,356.299
4336425423,370.026,356.299
4336426939,370.026,356.299
4336428439,370.026,356.299
4336429938,370.026,356.299
4336431414,370.026,356.299
4336432860,370.026,356.299
4336434345,370.026,356.299
4336435809,370.026,356.299
4336437292,370.026,356.299
4336438735,370.026,356.299
4336440196,370.026,356.299
4336441633,370.026,356.299
4336443091,370.026,356.299
4336444532,370.026,356.299
4336445989,370.026,356.299
4336447462,370.026,356.299
4336448907,370.026,356.299
4336450392,370.026,356.299
4336451857,370.026,356.299
4336453341,370.026,356.299
4336454807,370.026,356.299
4336456290,370.026,356.299
4336457733,370.026,356.299
4336459193,370.026,356.299
4336460658,370.026,356.299
4336462091,370.026,356.299
4336463606,370.026,356.299
4336465065,370.026,356.299
4336466522,370.026,356.299
4336467943,370.026,356.299
4336469424,370.026,356.299
4336470907,370.026,356.299
4336472389,370.026,356.299
4336473832,370.026,356.299
4336475315,370.026,356.299
4336476758,370.026,356.299
4336478217,370.026,356.299
4336479661,370.026,356.299
4336481123,370.026,356.299
4336482591,370.026,356.299
4336484042,370.026,356.299
4336485508,370.026,356.299
4336486966,370.026,356.299
4336488433,370.026,356.299
4336489908,370.026,356.299
4336491392,370.026,356.299
4336492858,370.026,356.299
4336494342,370.026,356.299
4336495808,370.026,356.299
4336497291,370.026,356.299
4336498733,370.026,356.299
4336500191,370.026,356.299
4336501673,370.026,356.299
4336503115,370.026,356.299
4336504607,370.026,356.299
4336506067,370.026,356.299
4336507534,370.026,356.299
4336508993,370.026,356.299
4336510457,370.026,356.299
4336511951,370.026,356.299
4336513442,370.026,356.299
4336514932,370.026,356.299
4336516415,370.026,356.299
4336517933,370.026,356.299
4336519416,370.026,356.299
4336520935,370.026,356.299
4336522423,370.026,356.299
4336523933,370.026,356.299
4336525416,370.026,356.299
4336526933,370.026,356.299
4336528416,370.026,356.299
4336529937,370.026,356.299
4336531420,370.026,356.299
4336532858,370.026,356.299
4336534349,370.026,356.299
4336535783,370.026,356.299
4336537267,370.026,356.299
4336538733,370.026,356.299
4336540193,370.026,356.299
4336541634,370.026,356.299
4336543098,370.026,356.299
4336544533,370.026,356.299
4336545990,370.026,356.299
4336547458,370.026,356.299
4336548933,370.026,356.299
4336550418,370.026,356.299
4336551933,370.026,356.299
4336553418,370.026,356.299
4336554933,370.026,356.299
4336556416,370.026,356.299
4336557933,370.026,356.299
4336559417,370.026,356.299
4336560935,370.026,356.299
4336562418,370.026,356.299
4336563933,370.026,356.299
4336565415,370.026,356.299
4336566933,370.026,356.299
4336568414,370.026,356.299
4336569857,370.026,356.299
4336571341,370.026,356.299
4336572808,370.026,356.299
4336574291,370.026,356.299
4336575758,370.026,356.299
4336577229,370.026,356.299
4336578683,370.026,356.299
4336580140,370.026,356.299
4336581608,370.026,356.299
4336583042,370.026,356.299
4336584508,370.026,356.299
4336585953,370.026,356.299
4336587439,370.026,356.299
4336588908,370.026,356.299
4336590392,370.026,356.299
4336591858,370.026,356.299
4336593341,370.026,356.299
4336594808,370.026,356.299
4336596291,370.026,356.299
4336597758,370.026,356.299
4336599220,370.026,356.299
4336600659,370.026,356.299
4336602127,370.026,356.299
4336603608,370.026,356.299
4336605067,370.026,356.299
4336606509,370.026,356.299
4336607967,370.026,356.299
4336609432,370.026,356.299
4336610908,370.026,356.299
4336612391,370.026,356.299
4336613858,370.026,356.299
4336615341,370.026,356.299
4336616808,370.026,356.299
4336618290,370.026,356.299
4336619757,370.026,356.299
4336621216,370.026,356.299
4336622658,370.026,356.299
4336624116,370.026,356.299
4336625612,370.026,356.299
4336627070,370.026,356.299
4336628533,370.026,356.299
4336629966,370.026,356.299
4336631458,370.026,356.299
4336632908,370.026,356.299
4336634398,370.026,356.299
4336635858,370.026,356.299
4336637340,370.026,356.299
4336638783,370.026,356.299
4336640240,370.026,356.299
4336641687,370.026,356.299
4336643121,370.026,356.299
4336644607,370.026,356.299
4336646064,370.026,356.299
4336647529,370.026,356.299
4336648987,370.026,356.299
4336650445,370.026,356.299
